,article,domain,label
1024,"An algorithm and code for spectrum calculation for periodic nanostructures in homogeneous magnetic field are developed. The approach is based on the zero-range potentials model. The mathematical background of the model is based on the theory of self-adjoint extensions of symmetric operators.
",CS,0
1025,"Ant colony-based optimization approach is based on stigmergy behavior of natural insects. Ant Colony Optimization shows promising behavior on dynamic problems like Travelling Sales Person (TSP) problems and other TSP like problems. The paper discusses variants of ACO algorithms as well as measures their performance using TspAntSim simulation tool (Aybars U, Dogan A, J Adv Eng 40 (5), 2009 [1]). TSP is NP-Hard problem which shows fluctuant behavior on instances available in the online library TSPLIB. The paper focuses on behavior of ACO algorithm on such problem instances. The basic idea behind this analytical behavioral study is to help the algorithm design the parameter settings as well as problem instance characteristics. The paper concludes with the remarks on algorithm design criteria of any dynamic problem like TSP and its analytical outcome.
",CS,0
1026,"Aerial gamma ray surveys are an important tool for national security, scientific, arid industrial interests in determining locations of both anthropogenic and natural sources of radioactivity. There is a relationship between radioactivity and geology and in the past this relationship has been used to predict geology from an aerial survey. The purpose of this project is to develop a method to predict the radiologic exposure rate of the geologic materials by creating a high resolution background model. The intention is for this method to be used in an emergency response scenario where the background radiation environment is unknown. Two study areas in Southern Nevada have been modeled using geologic data, images from the Advanced Spaceborne Thermal Emission and Reflection Radiometer (ASTER), geochemical data, and pre-existing low resolution aerial surveys from the National Uranium Resource Evaluation (NURE) Survey. Using these data, geospatial areas that are homogenous in terms of K, U, and Th, referred to as background radiation units, are defined and the gamma ray exposure rate is predicted. The prediction is compared to data collected via detailed aerial survey by the Department of Energy's Remote Sensing Lab - Nellis, allowing for the refinement of the technique. By using geologic units to define radiation background units of exposed bedrock and ASTER visualizations to subdivide and define radiation background units within alluvium, successful models have been produced for Government Wash, north of Lake Mead, and for the western shore of Lake Mohave, east of Searchlight, NV. (C) 2017 The Authors. Published by Elsevier Ltd.
",Civil,4
1027,"A new type of mechanically stabilised earth structure composed of geosynthetic tubes filled with expanded clay lightweight aggregate and backfill with geosynthetic reinforcement is introduced. The results of the study demonstrate that alternative solutions such as expanded clay lightweight aggregates can be used in interaction with geosynthetics in comparison to classical soil. The new type of geosynthetic tubes filled dynamically with expanded clay lightweight aggregate was tested in situ under compressive loading. The geosynthetic tube was instrumented with load cell transducers and the characteristic cross-section was obtained from three-dimensional scanner measurements after loading. Next, a simplified engineering formulation for geosynthetic tubes under compressive loading and unloading was evaluated including the influence of volume variation of the tube. It is based on the classical approach from soil mechanics and it produces the required design tensile force of the tube dependent on geosynthetic stiffness. The experimental results of compressive loading tests were compared with analytical equations. The results are discussed and show the influence of the geosynthetic stiffness on the behaviour of the tube in terms of loading capacity, volume variation and cross-section of the tube. The agreement between theoretical analyses and experimental results was reasonably good and can be formally accepted for a given volume variation of the geosynthetic tube.
",Civil,4
1028,"A development of smart materials has become a prominent issue on present industries. A smart material, included in functions, is needed for microfabrication. Complex design is able to become simply and reduce weight of parts as functionalized materials. In the traditional mechanical polishing method, even though surface roughness is good after polishing, there still remains very slight polish mark and deformed layer. Therefore, such method is not applicable to the product which requires ultra-clean surface quality. Thus, it has introduced electrochemical polishing method that electrochemical elution is applied, excluding the traditional processing method that contact between tool and workpiece always happens. In the study, Taguchi design method was introduced. By applying Taguchi design, one can significantly reduce the time required for experimental investigation, as it is effective in investigating the effects of multiple factors on performance as well as to study the influence of individual factors to determine which factor has more influence, which less. Experimental results, increases the processing time in the case of electrochemical polishing Stainless steel 316L plates were able to confirm that the improved surface quality. Start cutting after 120 s elapsed when rapidly improved surface quality showed that of the 120 s that exceeded in one area, the surface quality of the degree of improvement is slowing.
",Civil,4
1029,"Age is a critical factor in the prevalence of tauopathies, including Alzheimer's disease. To observe how an aging phenotype interacts with and affects the pathological intracellular accumulation of hyperphosphorylated tau, the tauopathy mouse model pR5 (expressing P301L mutant human tau) was back-crossed more than ten times onto a senescence-accelerated SAMP8 background to establish the new strain, SApT. Unlike SAMP8 mice, pR5 mice are characterized by a robust tau pathology particularly in the amygdala and hippocampus. Analysis of age-matched SApT mice revealed that pathological tau phosphorylation was increased in these brain regions compared to those in the parental pR5 strain. Moreover, as revealed by immunohistochemistry, phosphorylation of critical tau phospho-epitopes (P-Ser202/P-Ser205 and P-Ser235) was significantly increased in the amygdala of SApT mice in an age-dependent manner, suggesting an age-associated effect of tau phosphorylation. Anxiety tests revealed that the older cohort of SApT mice (10months vs. 8months) exhibited a behavioural pattern similar to that observed for age-matched tau transgenic pR5 mice and not the SAMP8 parental mice. Learning and memory, however, appeared to be governed by the accelerated aging background of the SAMP8 strain, as at both ages investigated, SAMP8 and SApT mice showed a decreased learning capacity compared to pR5 mice. We therefore conclude that accelerated aging exacerbates pathological tau phosphorylation, leading to changes in normal behaviour. These findings further suggest that SApT mice may be a useful novel model in which to study the role of a complex geriatric phenotype in tauopathy.
",Medical,5
1030,"A digitally controlled sonar power amplifier for underwater transmitter is explained in this paper. It proposes a method of generating unipolar Sine Pulse Width Modulation (SPWM) signals for echo ranging sonar. This method can be effectively used in all kinds of inverters including high frequency inverters. A low cost digital signal controller was used to generate SPWM signals and used as gating pulses for a Controlled Full Bridge Circuit (CFBC). The power required, frequency, pulse-width and pulse repetition interval are given as the inputs to the digital controller and gating pulses for the CFBC are generated as output from the controller. A power transformer connected across CFBC boosts output voltage followed by power filter which removes unwanted harmonics present in the output. The output after the power filter is used to excite electro-acoustic transducer elements underwater. The voltage and current of the load were given as feedback to the same controller for voltage mode control loop implementation of the system. A prototype of 1kW Switch Mode Power Amplifier (SMPA) for echo ranging sonar has been designed and digital control has been implemented. Salient results are presented.
",ECE,1
1031,"A 28-year-old male rugby player presented with severe onset of right hip pain when he fell awkward after a ruck during an international match. A rare case of an acute strain of the obturator internus muscle, a deep muscle of the hip joint, is reported, which resolved completely after a period of rest and intense active physical therapy.
",Medical,5
1032,"A new nonisolated multiinput multioutput dc-dc boost converter is proposed in this paper. This converter is applicable in hybridizing alternative energy sources in electric vehicles. In fact, by hybridization of energy sources, advantages of different sources are achievable. In this converter, the loads power can be flexibly distributed between input sources. Also, charging or discharging of energy storages by other input sources can be controlled properly. The proposed converter has several outputs with different voltage levels which makes it suitable for interfacing to multilevel inverters. Using of a multilevel inverter leads to reduction of voltage harmonics which, consequently, reduces torque ripple of electric motor in electric vehicles. Also, electric vehicles which using dc motor have at least two different dc voltage levels, one for ventilation system and cabin lightening and other for supplying electric motor. The proposed converter has just one inductor. Depending on charging and discharging states of the energy storage system (ESS), two different power operation modes are defined for the converter. In order to design the converter control system, small-signal model for each operation mode is extracted. The validity of the proposed converter and its control performance are verified by simulation and experimental results for different operation conditions.
",ECE,1
1033,"A seamless and secure handover is always one of the important design goals of the cellular networks. The handover scheme of 4G Long Term Evolution (LTE) wireless networks is complex due to the presence of two possible different types of base stations. In LTE communication systems, a normal base station is referred to as an eNodeB (eNB). What increases the level of complexity of the system is the fact that the other kind of base stations, namely, Home eNodeB (HeNB), cannot directly communicate with eNB. In the LTE networks, the handover scenarios involving a HeNB could result in a complicated handover procedure. Besides, since key chains have been used in the handover processes, it is found to be lack of backward security. Therefore, in order to handle the handover involving a HeNB efficiently with security provisioning, in this paper, a proxy signature based handover scheme is proposed. The proposed scheme works based on the Elliptic Curve Cryptography (ECC) algorithm, which makes the computational cost of the handover process smaller compared to other handover schemes.
",CS,0
1034,"A crucial problem in modern software engineering is maturity assessment of organizations developing software, however, research has shown that efficiency is a clearer indicator of agile transformation readiness. We propose utilizing a process model of RUP development methodology, as a pattern for comparing it with the examined process. Two factors were proposed to assess maturity and factor determining the efficiency of the RUP process. The above mentioned RUP model concept is based on a multi-agent based simulation (MABS). It presents goals and behaviours of agents as well as components of the agent system environment. To confirm the usefulness of the method for assessment of organization's maturity, a two-fold experiment was undertaken. The results confirm the usefulness of the model in efficiency and maturity assessment. First part consisted of tuning the simulation internal parameters to the development process. In the second part we propose three factors that can be used to assess efficiency and maturity of a RUP IT organization. The proposed coefficients are an extension of previous research by the authors, devoted to the assessment of organizational readiness for agile processes transformation.
",CS,0
1035,"A novel nonparametric system identification (SI) algorithm is described, focusing on PID-based control loops for buck converters with effective series resistance (ESR) in the output filter. Dithering amplification effects on the control path are exploited during the steady-state converter operation. The noise injected is used to stimulate the loop reaction and to identify the output filter configuration. Oversampling-dithering features of third-order Delta Sigma modulators are used to increase the DPWM resolution during the converter nominal operation and, moreover, as the core key to compute the SI algorithm. A modified structure of a noise shaper is used to handle the resolution of the SI algorithm over a range of the desired frequencies during the nonparametric identification. The SI algorithm comprises two steps: the first processing step extracts the resonant frequency, and the second extracts the ESR zero from the power spectrum density computation of the control feedback error. The SI method has been validated with different buck converter configurations, and has successfully been integrated and measured into a digitally controlled buck converters prototype for automotive safety application.
",ECE,1
1036,"A model that accurately predicts, at the time of admission, the Length of Stay (LOS) for hospitalized patients could be an effective tool for healthcare providers. It could enable early interventions to prevent complications, enabling more efficient utilization of manpower and facilities in hospitals. In this study, we apply a regression tree (Cubist) model for predicting the LOS, based on static inputs, that is, values that are known at the time of admission and that do not change during patient's hospital stay. The model was trained and validated on de-identified administrative data from the Veterans Health Administration (VHA) hospitals in Pittsburgh, PA. We chose to use a Cubist model because it produced more accurate predictions than did alternative techniques. In addition, tree models enable us to examine the classification rules learned from the data, in order to better understand the factors that are most correlated with hospital LOS. Cubist recursively partitions the data set as it estimates linear regressions for each partition, and the error level differs for different partitions, so that it is possible to deduce what are the characteristics of patients whose LOS can be accurately predicted at admission, and what are the characteristics of patients for whom the LOS estimate at that point in time is more highly uncertain. For example, our model indicates that the prediction error is greater for patients who had more admissions in the recent past, and for those who had longer previous hospital stays. Our approach suggests that mapping the cases into a higher dimensional space, using a Radial Basis Function (RBF) kernel, helps to separate them by their level of Cubist error, using a Support Vector Machine (SVM). (C) 2017 Elsevier Ltd. All rights reserved.
",CS,0
1037,"After single or multilevel cervical corpectomy for the treatment of different diseases, many surgical options have been proposed over the years. As a single device, a winged expandable titanium cage (WETC) has been developed. We report the use of this device and our clinical results at 24 months of follow-up in a prospective series of 34 patients who underwent single or multilevel corpectomy for the treatment of cervical spondylosis. Thirty-four consecutive patients underwent single or multilevel cervical corpectomy followed by the insertion of a WETC for the treatment of cervical spondylosis at Department of Neurology and Psychiatry ""Sapienza"" University of Rome, Italy, from May 2011 to May 2013. Patients affected by cervical spondylosis with cervical lordosis >0 degrees were included. Patients affected by cervical lordosis < 0 degrees, osteoporosis, or other cervical diseases were excluded. The mean postsurgical Nurick's grade was significantly lower than the mean presurgical Nurick's grade (mean = 0.98 for postsurgical Nurick's grade and mean = 2.42 for presurgical Nurick's grade). Four patients (11.7 %) presented subsidence respectively of 1, 2, 2, and 3 mm at 24 months of radiological follow-up. Postoperative complications occurred in five patients (14.7 %). Our case series at 24 months of follow-up demonstrates that the use of a WETC obtains good clinical results after single or multiple corpectomy in patients not affected by osteoporosis who do not require cervical lordosis correction. During the insertion of the device, an adequate preparation of the end plates is suggested and their over distraction should be avoided.
",Medical,5
1038,"A method for the shape finding of a specific type of self-anchored suspension bridge whose main cable is three-dimensionally curved is proposed in this study. The method, referred to as the coordinate iteration method (CIM), is developed from the force equilibrium features of the rational arch axis for suspension cables modeled by truss-cable elements. By establishing the linear iterative equations in terms of unknown coordinates and updating the relation matrices iteratively, a trial profile of the three-dimensional cable-only system easily and stably converges to the target system. The CIM is then extended to the shape finding of the total bridge system with the aid of a specific numerical model proposed in this study referred to as the indiscrimination coordinate rod model (ICRM). This model is used to simulate the core deformation effects of the total bridge. The detailed procedure undertaken to establish a finite-element model of the equilibrium system for the finished dead load state based on CIM and ICRM is also presented. The precision and efficiency of the method are demonstrated through actual numerical examples. (C) 2014 American Society of Civil Engineers.
",Civil,4
1039,"Ambient assisted living can facilitate optimum health and wellness by aiding physical, mental and social well-being. In this paper, patients' psychiatric symptoms are collected through lightweight biosensors and web-based psychiatric screening scales in a smart home environment and then analyzed through machine learning algorithms to provide ambient intelligence in a psychiatric emergency. The psychiatric states are modeled through a Hidden Markov Model (HMM), and the model parameters are estimated using a Viterbi path counting and scalable Stochastic Variational Inference (SVI)-based training algorithm. The most likely psychiatric state sequence of the corresponding observation sequence is determined, and an emergency psychiatric state is predicted through the proposed algorithm. Moreover, to enable personalized psychiatric emergency care, a service a web of objects-based framework is proposed for a smart-home environment. In this framework, the biosensor observations and the psychiatric rating scales are objectified and virtualized in the web space. Then, the web of objects of sensor observations and psychiatric rating scores are used to assess the dweller's mental health status and to predict an emergency psychiatric state. The proposed psychiatric state prediction algorithm reported 83.03 percent prediction accuracy in an empirical performance study.
",Civil,4
1040,"Adipose tissue possesses crucial immunological features in the development of comorbidities of obesity. Complex interactions between the metabolic system and cells of the immune system are the cause but are not fully understood. Autoimmune diseases might therefore be influenced by obesity. Epidemiological studies provide evidence of only a modest association between obesity and the development of rheumatoid arthritis and psoriatic arthritis. In obesity the course of inflammatory rheumatic diseases is aggravated, as subjectively measured by activity parameters; however, laboratory parameters show no differences and radiographic examinations reveal less bone destruction in obesity. Furthermore, there are indications for a poorer response to treatment especially with infliximab in patients with an increased body mass index (BMI). Weight loss has a positive effect on the course of joint diseases. Due to deficits in the currently available studies there is insufficient evidence to recommend individualization of treatment decisions based on the BMI.
",Medical,5
1041,"Aging causes micro-and macrovascular endothelial dysfunction, as assessed by endothelium-dependent dilation (EDD), which can be prevented and reversed by habitual aerobic exercise (AE) in men. However, in estrogen-deficient postmenopausal women, whole forearm microvascular EDD has not been studied, and a beneficial effect of AE on macrovascular EDD has not been consistently shown. We assessed forearm blood flow in response to brachial artery infusions of acetylcholine (FBFACh), a measure of whole forearm microvascular EDD, and brachial artery flow-mediated dilation (FMD), a measure of macrovascular EDD, in 12 premenopausal sedentary women (Pre-S; 24 +/- 1 yr; (V) over dot(O2max)= 37.5 +/- 1.6 ml.kg (-1).min(-1)), 25 estrogen-deficient postmenopausal sedentary women (Post-S; 62 +/- 1 yr; (V) over dot(O2max) +/- 24.7 +/- 0.9 ml.kg(-1).min(-1)), and 16 estrogen-deficient postmenopausal AE-trained women (Post-AE; 59 +/- 1 yr; (V) over dot(O2max) +/- 40.4 +/- 1.4 ml.kg(-1)min(-1)). FBFACh was lower in Post-S and Post-AE compared with Pre-S women (135 +/- 9 and 116 +/- 17 vs. 193 +/- 21 AUC, respectively, both P < 0.008), whereas Post-S and Post-AE women were not different (P = 0.3). Brachial artery FMD was 34% (5.73 +/- 0.67%) and 45% (4.79 +/- 0.57%) lower in Post-S and Post-AE, respectively, vs. Pre-S women (8.69 +/- 0.95%, both P <= 0.01), but not different between Post-S and Post-AE women (P = 0.3). Post-AE women had lower circulating C-reactive protein and oxidized low-density lipoprotein compared with Post-S women (0.5 +/- 0.1 vs. 1.1 +/- 0.2 mg/l and 40 +/- 4 vs. 55 +/- 3 U/l, respectively, both P = 0.01), but these markers were not correlated to FBFACh (P = 0.3) or brachial artery FMD (P = 0.8). These findings are consistent with the idea that habitual AE does not protect against age/menopause-related whole forearm micro-and macrovascular endothelial dysfunction in healthy nonobese estrogen-deficient postmenopausal women, despite being associated with lower systemic markers of inflammation and oxidative stress. NEW & NOTEWORTHY This is the first study to demonstrate that habitual aerobic exercise may not protect against age/menopauserelated whole forearm microvascular endothelial dysfunction in healthy nonobese estrogen-deficient postmenopausal women, consistent with recent findings regarding macrovascular endothelial function. This is in contrast to what is observed in healthy middle-aged and older aerobic exercise-trained men.
",Medical,5
1042,"A fully-integrated tuner for digital satellite audio radio applications using a second-zero-IF dual conversion architecture was realized in a 0.2 mu m SiGe BiCMOS technology. An autonomous RF-AGC and a channel decoder IC controlled IF-AGC were used to optimize the signal path gain for a wide range of input signal levels. A single PLL drives both RF and IF mixers, resulting in a smaller die area and lower power dissipation. Down-converting the signal to baseband further reduces tuner's power due to a lower required ADC sampling frequency and resolution. Providing a digital baseband I/Q output allows the implementation of the channel decode IC in a standard digital CMOS process, reducing the overall receiver cost. SDARS tuner performance includes: 5dB noise figure, 55dB image rejection, -100dBm input sensitivity, +15dBm IIP3 at min gain, 40/60dB RF/IF AGC range, 120mA current consumption from a 3.3V supply and 15mm(2) die area.
",ECE,1
1043,"Among the preeclampsia-related long non-cording RNAs (lncRNAs) screened with a gene chip in our preliminary study, uc.187 attracted our attention because of its high conservation across different species and significant positive correlation with preeclampsia (PE). The literature and bioinformatics analysis suggested that lncRNA uc. 187 might be associated with cell growth, invasion, and apoptosis. The expression of uc. 187 in severe preeclamptic placentas (n = 31) and normal placentas (n = 18) was evaluated by real-time reverse transcription polymerase chain reaction (qRT-PCR). We constructed a silencing lentivirus vector (uc. 187 siRNA) to explore the biological function of uc. 187 in the development and progression of HTR-8/SVneo trophoblast cells in vitro. Furthermore, we utilized CCK8 analysis, a transwell invasion assay, and flow cytometry to determine the role of uc. 187 in the proliferation, invasion, and apoptosis of HTR-8/SVneo trophoblast cells. The proteins related to proliferation (PCNA, Ki67), invasion (MMP-2/-9 and TIMP-1), and apoptosis (caspase-3, Bcl-2) were evaluated with a Western blot assay. The results showed that there was an obvious upregulation of uc. 187 expression in preeclamptic placental tissues. In addition, uc. 187 silencing enhanced cell proliferation and invasion and reduced the cellular apoptotic response. Taken together, our findings suggest for the first time that abnormal expression of lncRNA uc. 187 may lead to the aberrant biological behavior of HTR-8/SVneo cells. Therefore, we propose uc. 187 as a novel lncRNA molecule that might contribute to the development of PE and might represent a potential diagnostic and therapeutic target for this disease. (C) 2016 Wiley Periodicals, Inc.
",CS,0
1044,"A complete 3D visualization method for virtual liver lesion model was proposed by taking patients' abdomen CT slices as data source. Firstly, Gradient Vector Flow-Snake algorithm that combines with region force was adopted to fast and accurately extract the contour points in patients' CT slices. Then 3D cloud data of these contour points was simplified uniformly, and a distance-field-based method of distribution field fitting for B-spline surface was presented to fast establish the lesion model roughly. Then, an interactive node fine tuning method Interactive Marching Nodes was proposed, so the model can be optimized according to requirements of users. Finally, realistic lesion model was generated through texture mapping. Experiments suggest that this approach is suitable for various kinds of lesions with the whole process taking only a few minutes, and the generated model has high precision, which is of some significance in the study of virtual surgeries.
",CS,0
1045,"Along with the recent real estate development in major cities of Australia, sustainable construction is one of the measures being implemented to reduce negative impacts of the construction industry on the environment, society, and economy. However, there is a lack of detailed review of this kind of important studies that is critical to Australian future endeavour. This paper presents a systematic review of a large scale earthwork project and discusses concerns/examples under three dimensions. Firstly the environment aspect, factors including remediation of the various type of contaminated and general waste, management of runoff water, dust control, noise and vibration monitoring are showcased; secondly the society aspect, factors including innovated wheel wash facility, CCTV system, drainage protection, and wildlife protection are mentioned; lastly the economy aspect, factors including integrated weighbridge management system, recycling waste water, recycling rock are demonstrated. The research identifies future opportunities such as the innovation of evaluation system, project design framework, finance analysis model, and potentially integration of sustainable construction practise into Australian code of practice. (C) 2016 The Authors. Published by Elsevier Ltd.
",Civil,4
1046,"Accumulating evidence suggests that post-diagnostic insulin levels may influence colorectal cancer (CRC) survival. Yet, no previous study has examined CRC survival in relation to a post-diagnostic diet rich in foods that increase post-prandial insulin levels. We hypothesized that glycemic and insulin scores (index or load; derived from food frequency questionnaire data) may be associated with survival from specific CRC subtypes sensitive to the insulin signaling pathway. We prospectively followed 1,160 CRC patients from the Nurses' Health Study (1980-2012) and Health Professionals Follow-Up Study (1986-2012), resulting in 266 CRC deaths in 10,235 person-years. CRC subtypes were defined by seven tumor biomarkers (KRAS, BRAF, PIK3CA mutations, and IRS1, IRS2, FASN and CTNNB1 expression) implicated in the insulin signaling pathway. For overall CRC and each subtype, hazard ratio (HR) and 95% confidence interval (95% CI) for an increase of one standard deviation in each of glycemic and insulin scores were estimated using time-dependent Cox proportional hazards model. We found that insulin scores, but not glycemic scores, were positively associated with CRC mortality (HR=1.19, 95% CI=1.02-1.38 for index; HR=1.23, 95% CI=1.04-1.47 for load). The significant positive associations appeared more pronounced among PIK3CA wild-type cases and FASN-negative cases, with HR ranging from 1.36 to 1.60 across insulin scores. However, we did not observe statistically significant interactions of insulin scores with PIK3CA, FASN, or any other tumor marker (p interaction>0.12). While additional studies are needed for definitive evidence, a high-insulinogenic diet after CRC diagnosis may contribute to worse CRC survival. What's new? Elevated circulating insulin levels are associated with colorectal cancer (CRC) pathogenesis and may also be linked to CRC survival. According to this report, insulin's contribution to CRC prognosis are potentially reflected in differences in the insulinogenic diet-mortality association by tumor biomarkers related to the insulin signaling pathway. In a prospective cohort study of CRC patients, a high-insulinogenic diet was linked to poor CRC survival primarily when CRCs were of PIK3CA wild-type or FASN-negative, though the interactions were not statistically significant. Insulin scores were also significantly associated with all-cause mortality among FASN-negative cases. No associations were detected between glycemic scores and CRC mortality.
",Medical,5
1047,"A sensitive pH-triggered electrical switch is demonstrated by using a layer-structured silver nanowire/polyaniline nanocomposite film fabricated via an easy vertical spinning method. The as-prepared nanocomposite film shows the high electrical conductivity of 1.03 x 10(4) S cm(-1) at the Ag-NW areal density of 0.84 mg cm(-2) and a good cycling stability. Particularly, because of the layered structure, the switch achieves a very high contrast ratio of ca.9 x 108, which is 2-6 orders higher than that reported previously. The high electrical conductivity and the high switching ratio make the layer-structured nanocomposite film a sensitive switch candidate for pH-responsive systems. Finally, a smart pH self-adjusting switching system is successfully designed using the as-prepared layer-structured nanocomposite film.
",Civil,4
1048,"A roadmap for a semi-algebraic set S is a curve which has a non-empty and connected intersection with all connected components of S. Hence, this kind of object, introduced by Canny, can be used to answer connectivity queries (with applications, for instance, to motion planning) but has also become of central importance in effective real algebraic geometry, since it is used in higher-level algorithms. In this article, we provide a probabilistic algorithm which computes roadmaps for smooth and bounded real algebraic sets. Its output size and running time are polynomial in (nD)(nlog(d)), where D is the maximum of the degrees of the input polynomials, d is the dimension of the set under consideration and n is the number of variables. More precisely, the running time of the algorithm is essentially subquadratic in the output size. Even under our assumptions, it is the first roadmap algorithm with output size and running time polynomial in (nD)(nlog(d)).
",CS,0
1049,"A novel transparent roof which is made of solid CPC (Compound Parabolic Concentrator) PV/T/D (Photovoltaic/Thermal/Day lighting) system is presented. It combines the solar PV/T/D system with green building design. The PV/T/D system can achieve excellent light control at noon and adjust the thermal environment in the building, such that high efficiency utilization of solar energy could be achieved in modern architecture. This kind of roof can increase the visual comfort for building occupants; it can also avoid the building interior from overheating and dazzling at noon which is caused by direct sunlight through transparent roof. Optical simulation software is used to track the light path in different incidence angles. CFD (Computational Fluid Dynamics) simulation and steady state experiment have been taken to investigate the thermal characteristic of PV/T/D device. Finally, the PV/T/D experimental system was built; and the PV efficiency, light transmittance and air heating power of the system are tested under real sky conditions. (C) 2015 Elsevier Ltd. All rights reserved.
",Civil,4
1050,"A flexible synthesis procedure for nth-order current-mode low-pass filter using current controlled current differencing buffered amplifier (CC-CDBA) is given. The proposed method is based on drawing the signal-flow graph from the given transfer function and obtaining the circuit realization from the graph. The proposed configuration uses n+1 CC-CIDBAs and n capacitors. It is straightforward to find the values of the passive elements from the coefficients of the transfer function to be realized and the undamped natural frequency and quality factor can be adjusted electronically without changing the values of the passive components. The proposed structure uses the cascade connection of second and/or first order filter sections. Therefore it carries the general advantages of this type of structures. Further, any current ratio transfer function can be shown to be realized by adding a weighted summer without affecting the basic configuration. The simulation results for a fourth order band-pass elliptic filter are included for the verification of the theory.
",ECE,1
1051,"A significant proportion of the solar irradiance that reaches the Earth's surface is normally attenuated by atmospheric properties and overcast conditions related to the rainy season. The Solar Analyst (SA) model, irradiance and long term precipitation data were used to assess this relationship in Guadalajara, Mexico. A spatial analysis based on morphological and statistical criteria increased the model's certainty. The SA model explains 95.4% of the irradiation variability observed on the ground, with average uncertainties of 3.7% during clear sky conditions in the dry season and 4.4% on sunny days in the wet season. The meteorological data analysis shows that total precipitation in 2014 had an atypical temporal distribution and was slightly lower (12.6%) than the average from 1991 to 2012. A deficit of 39% in precipitation compared to the long term average was found in the first half of the season, which was later partially compensated. This deficit was interpreted as a temporary delay in high values of precipitation. Based on the potential average irradiation from the SA model and field observations, it can be concluded that overcast conditions related to rainfall through 2014 attenuated approximately 28.5% of the incoming solar energy. Taking the global energy balance into account, this fraction was higher in comparison to the energy proportion reflected by the cloud's albedo (ca 23%). These results suggest that both the high proportion of energy attenuated and atypical weather conditions may be local effects of large-scale phenomena such as the El Nino-Southern Oscillation.
",Civil,4
1052,"AgBr/Bi3O4Br composite was successfully prepared via one-step ionic reaction between Bi3O4Br and AgNO3 solution, and characterized by multi techniques including XRD, Raman, XPS, DRS, PL and transient photocurrent response. Results indicate the synthesized AgBr/Bi3O4Br composite is actually a ternary system of Ag/AgBr/Bi3O4Br, which displays excellent photocatalytic activity in Rhodamine B degradation due to the contribution of AgBr and Ag in charge separation. 5% AgBr/Bi3O4Br composite has the highest photocatalytic efficiency with a degradation rate of 0.032 min(-1), which is 2.5 times higher than that of pure Bi3O4Br. (C) 2017 Elsevier B.V. All rights reserved.
",Civil,4
1053,"A methodology for the design of a thermal distortion compensation system is presented which will assist the manufacturing processes to reach higher levels of accuracy when working with large machines in common shop floor environments. A parametric state-space representation was selected as model architecture, providing multiple inputs and outputs capability and a compact formulation that takes into account previous thermal states of the machine. Inputs for the model are spindle speed and temperatures of main motor gearbox and room air. Outputs are the estimations of the thermal drift of the machine tool centre point along the three axes in different positions within the working volume. Model parameters were numerically identified with initial experimental tests performed in a large gantry-type milling machine, measuring mentioned variables and also thermal distortion values using a reference artifact along with non-contact proximity sensors. Proposed model was finally verified with a new validation measurement in the machine. Obtained results revealed 80% of error reduction in the vertical axis which comprised 70% of total thermal effects and 50% in the longitudinal X axis which comprised 25% of total thermal effects. Also it was concluded that the model benefits from using valuable information about the machine state from previous spindle speed register instead of using only temperature values. Proposed methodology benefits from providing a feasible implementation in real shop floor conditions without the necessity of including additional temperature sensors or probing systems in the machine. (C) 2013 Elsevier Ltd. All rights reserved.
",ECE,1
1054,"A promising development in the design of datacenters is the hybrid network architecture consisting of both optical and electrical elements. In this context, the joint problem of bandwidth allocation and VM-placement, a problem that only recently received attention in all-electrical datacenter networks, poses new and different challenges not addressed yet in hybrid datacenters. In particular, we foresee two issues: (i) the number of edge-switches that can be simultaneously reached using optical paths from an edge-switch is limited by the switch size, (ii) the dynamic creation of optical paths can potentially establish a constrained optical network topology leading to poor performance. We abstract the requests of tenants as virtual networks, and study the problem of embedding virtual networks on a hybrid datacenter, which translates to the joint problem of bandwidth allocation and placement such that the topology constraints of virtual networks are satisfied. We develop and analyse two algorithms for embedding dynamically arriving virtual network demands on a hybrid optical-electrical datacenter. Through simulations, we demonstrate the effectiveness of not only exploiting the already established optical paths, but also of using electrical network in embedding requests of virtual networks.
",ECE,1
1055,"A new randomized algorithm is suggested, for extracting static-output-stabilizing-feedbacks, with approximately minimal-norm, for LTI systems. The algorithm has two similar stages, where in the first one the feasibility problem is solved, and in the second one the optimization problem is solved. The formulation is unified for the feasibility and for the optimization problems, as well as for continuous-time or discrete-time systems. The method is demonstrated by applying it to the hard (conjectured to be NP-hard) problem of the minimal-gain static-output-stabilizing-feedback, and to the hard (conjectured to be NP-hard) problem of regional pole-placement via static-output-feedback in non-convex or unconnected regions. A proof of convergence (in probability) that captures the two rounds of the algorithm is given, and complexity analysis is provided, under some mild assumptions. (C) 2015 Elsevier Ltd. All rights reserved.
",ECE,1
